label,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015
Subsidies,1170.71,1341.82,1382.11,1591.37,4341.16,5742.9,6932.05,7896,9327.78,9668.37,10324.26,11093.01,10718.63,11503.08,12119.25,11831.14
